时间,平台,子品类,tb_item_id,alias_all_bid,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段
2023Q4,jd,拉拉裤,100010688973,13067,BBC,木法沙,babycare 皇室木法沙的王国拉拉裤尿不湿成长裤新升级箱装L64片(9-14kg),https://item.jd.com/100010688973.html,http://img11.360buyimg.com/n1/jfs/t1/134422/22/40695/103444/658eb6e0F3d7c3abe/fb01b926dc24182a.jpg,47963,9207344.90,2.64,2.5-3.5元
2023Q4,jd,拉拉裤,100013975744,13067,BBC,Air Pro,babycareAir pro夏日超薄拉拉裤透气大号婴儿尿不湿成长裤XXL28(&gt;15kg),https://item.jd.com/100013975744.html,http://img11.360buyimg.com/n1/jfs/t1/241390/29/1528/120809/658eaee3F26c7b9ab/9f3f40b1506ada94.jpg,115787,9185590.70,2.08,2-2.5元
2023Q4,tmall,纸尿裤,544856554057,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装纸尿裤S96/M92/L76/XL64成长裤XL64/XXL50超薄小桃裤,https://detail.tmall.com/item.htm?id=544856554057,//img.alicdn.com/imgextra/i1/6000000000543/O1CN01m6l4j11Fsjyd90JYc_!!6000000000543-0-sm.jpg,97315,9121153.00,1.34,1-2元
2023Q4,dy,拉拉裤,'3613451599890002628,69468,茵茵,SUREWIN,【国货航天品质】茵茵纸尿裤SUREWIN超薄透气干爽拉拉裤买1包送1包D,https://haohuo.jinritemai.com/views/product/detail?id=3613451599890002628,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/eorrGMgl_m_1957a5c8c335c30bf164b7d7da3dd1bd_sx_1073566_www1080-1080,117306,8780530.00,1.10,1-2元
2023Q4,jd,拉拉裤,100013647319,114153,BOBDOG/巴布豆,菠萝裤,巴布豆（BOBDOG）【老爸抽检】新菠萝拉拉裤XXXL码32片(18kg 以上)婴儿尿不湿 ,https://item.jd.com/100013647319.html,http://img11.360buyimg.com/n1/jfs/t1/239478/33/1466/100644/6592564fF10a0059b/67bdd66b818aceea.jpg,175547,8715092.40,1.12,1-2元
2023Q4,jd,纸尿裤,6455780,48751,Huggies/好奇,小森林,好奇（Huggies）心钻装小森林纸尿裤M50片(6-11kg)中号婴儿尿不湿纯植物织造超薄,https://item.jd.com/6455780.html,http://img11.360buyimg.com/n1/jfs/t1/245947/33/1951/93752/65954ee6Faf7b8718/e811080902c9c8e0.jpg,70813,8624376.65,2.70,2.5-3.5元
2023Q4,tmall,拉拉裤,717579353535,13067,BBC,星星的礼物,Babycare皇室星星的礼物婴儿宝宝透气纸尿裤拉拉裤尿不湿2包组合,https://detail.tmall.com/item.htm?id=717579353535,//img.alicdn.com/imgextra/i4/6000000002174/O1CN01JqO02Q1RvjxUvTxlx_!!6000000002174-0-sm.jpg,40643,8530484.60,2.00,2-2.5元
2023Q4,tmall,拉拉裤,668178660380,347275,Dress/吉氏,倾柔系列,吉氏倾柔拉拉裤皇室弱酸男女宝宝尿不湿超薄透气秋冬婴儿纸尿裤,https://detail.tmall.com/item.htm?id=668178660380,//img.alicdn.com/imgextra/i4/899591670/O1CN01vXHP8M1OCuKuVkaug_!!899591670.jpg,87948,8459500.05,1.57,1-2元
2023Q4,dy,纸尿裤,'3597331692060294612,48751,Huggies/好奇,小桃裤/铂金装,好奇Huggies铂金装小桃裤透气超薄柔软亲肤绵柔纸尿裤拉拉裤*3包,https://haohuo.jinritemai.com/views/product/detail?id=3597331692060294612,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_f6eae18e6d84075e525a7a461a5fcb09_sx_300258_www800-800,48396,8340003.00,1.34,1-2元
2023Q4,jd,拉拉裤,100013975746,13067,BBC,Air Pro,babycare Air pro夏日超薄拉拉裤透气婴儿尿不湿成长裤XL30+2片(12-17kg),https://item.jd.com/100013975746.html,http://img11.360buyimg.com/n1/jfs/t1/233354/14/10038/113602/659547a0Fbe54a17c/8d699cfe60a8430c.jpg,105154,8330294.90,2.08,2-2.5元
2023Q4,dy,拉拉裤,'3647961142044849538,3876236,佳婴,氧气森林,【好物推荐】佳婴氧气森林XL拉拉裤超薄柔软透气纸尿裤超值新生儿,https://haohuo.jinritemai.com/views/product/detail?id=3647961142044849538,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/voloYCXQ_m_22e633d55a254bff04e3670b34690c4b_sx_284216_www800-800,135221,8319993.60,0.81,1元以下
2023Q4,jd,拉拉裤,100005210056,48751,Huggies/好奇,金装,好奇（Huggies）金装成长裤L124片(9-14kg)大号婴儿尿不湿成长裤超薄柔软透气,https://item.jd.com/100005210056.html,http://img11.360buyimg.com/n1/jfs/t1/93260/25/28530/114424/648da699F9d60c9c1/bcbedcd95756c236.jpg,69107,8230986.08,1.20,1-2元
2023Q4,tmall,拉拉裤,614768848417,48751,Huggies/好奇,金装,官方好奇金装拉拉裤L48/XL40/XXL28超薄干爽透气轻柔裤型纸尿裤,https://detail.tmall.com/item.htm?id=614768848417,//img.alicdn.com/imgextra/i3/6000000006330/O1CN01zbUyD51wdC0Zm3ylK_!!6000000006330-0-sm.jpg,138169,8227019.20,1.20,1-2元
2023Q4,dy,拉拉裤,'3517351370476889415,274044,帮宝适,一级帮,【箱装好价】帮宝适一级帮纸尿裤拉拉裤尿不湿散热透气能吸*2包,https://haohuo.jinritemai.com/views/product/detail?id=3517351370476889415,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/NkzWzZD_m_7dd5de885c1c5f3a8bb4689aac3928a7_sx_292750_www1080-1080,54403,8148616.00,1.80,1-2元
2023Q4,tmall,纸尿裤,638520287310,274044,帮宝适,黑金帮,【全新升级】帮宝适黑金帮纸尿裤M/L/XL/XXL蚕丝超薄透气非拉拉裤,https://detail.tmall.com/item.htm?id=638520287310,//img.alicdn.com/imgextra/i2/725677994/O1CN01e7uhFx28vJ3oeMGvj_!!0-item_pic.jpg,50057,8134268.23,3.09,2.5-3.5元
2023Q4,jd,拉拉裤,100004026280,48751,Huggies/好奇,皇家御裤,好奇（Huggies）皇家御裤成长裤XXL60片(15kg以上)加加大号婴儿尿不湿拉拉裤超薄,https://item.jd.com/100004026280.html,http://img11.360buyimg.com/n1/jfs/t1/240167/19/1941/111490/6592c081F4c92582c/2895182b098698cc.jpg,51887,8132625.50,1.80,1-2元
2023Q4,jd,拉拉裤,100050891350,274044,帮宝适,清新帮,帮宝适清新帮拉拉裤 XXXL64(17kg以上)加大码尿裤尿不湿 超薄透气 干爽,https://item.jd.com/100050891350.html,http://img11.360buyimg.com/n1/jfs/t1/231969/15/11198/168215/65913f7cFb7a385ef/3a90131388368f72.jpg,49900,8088734.97,1.44,1-2元
2023Q4,jd,纸尿裤,351200,48751,Huggies/好奇,金装,好奇（Huggies）金装纸尿裤M162片(6-11kg)中号婴儿尿不湿超薄柔软超大吸力透气,https://item.jd.com/351200.html,http://img11.360buyimg.com/n1/jfs/t1/238010/29/10526/95827/6592bec3Fdb4341ae/f993e3984ad1610a.jpg,58801,8001716.27,1.20,1-2元
2023Q4,jd,拉拉裤,100026779896,274044,帮宝适,清新帮,帮宝适清新帮拉拉裤L42片(9-14kg)尿裤尿不湿 超薄透气 干爽,https://item.jd.com/100026779896.html,http://img11.360buyimg.com/n1/jfs/t1/238186/8/10549/134875/65951eaaF3ea9b13d/5c7e59e3ab1a7f98.jpg,107001,7935961.60,1.44,1-2元
2023Q4,tmall,纸尿裤,566967343140,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装婴儿纸尿裤M120/L100/XL80裸感透气小桃裤,https://detail.tmall.com/item.htm?id=566967343140,//img.alicdn.com/imgextra/i3/6000000006868/O1CN01NkkPqz20bb5ilgyDv_!!6000000006868-0-sm.jpg,40750,7913711.08,1.34,1-2元
2023Q4,tmall,拉拉裤,613613136430,48751,Huggies/好奇,小桃裤/铂金装,【百亿补贴】好奇铂金装婴儿拉拉裤L168超薄透气男女宝宝尿不湿,https://detail.tmall.com/item.htm?id=613613136430,//img.alicdn.com/imgextra/i1/685092642/O1CN01ckV0TW1VO5Du6YNzh_!!0-item_pic.jpg,22239,7911518.84,1.34,1-2元
2023Q4,jd,纸尿裤,4508055,274044,帮宝适,一级帮,帮宝适一级帮纸尿裤S76片(4-8kg)尿裤尿不湿新生儿 婴儿 超薄透气散热,https://item.jd.com/4508055.html,http://img11.360buyimg.com/n1/jfs/t1/227051/28/10677/166137/65914197Fd671de5c/69653e166e279ab8.jpg,71863,7852771.59,1.80,1-2元
2023Q4,tmall,拉拉裤,575426061443,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装日夜用拉拉裤L/XL/XXL弱酸尿不湿尿裤小桃裤超薄透气,https://detail.tmall.com/item.htm?id=575426061443,//img.alicdn.com/imgextra/i1/685092642/O1CN01Fe0in21VO5JiNhwnk_!!685092642.jpg,25084,7797437.20,1.34,1-2元
2023Q4,dy,纸尿裤,'3621811205561280571,48751,Huggies/好奇,金装,好奇Huggies金装超薄云柔云感柔软纸尿裤成长裤透气NB/S/M-XXXL,https://haohuo.jinritemai.com/views/product/detail?id=3621811205561280571,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/pUMQIGaB_m_923c7ef528a5eedd8025e6a577dfdfcc_sx_349701_www800-800,141627,7789485.00,1.20,1-2元
2023Q4,tmall,纸尿裤,672830995328,274044,帮宝适,清新帮,帮宝适超薄干爽清新帮纸尿裤M54/L46/XL38/XXL32宝宝尿不湿尿裤,https://detail.tmall.com/item.htm?id=672830995328,//img.alicdn.com/imgextra/i2/749385259/O1CN01U874Z91oifods3Pah_!!0-item_pic.jpg,94640,7766080.72,1.44,1-2元
2023Q4,tmall,纸尿裤,730302924887,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装婴儿日夜用纸尿裤M/L/XL弱酸尿不湿亲肤环腰小桃裤,https://detail.tmall.com/item.htm?id=730302924887,//img.alicdn.com/imgextra/i4/685092642/O1CN01VbnjRn1VO5GwIBbNd_!!0-item_pic.jpg,25778,7748533.36,1.34,1-2元
2023Q4,tmall,拉拉裤,669135782826,274044,帮宝适,清新帮,帮宝适清新帮拉拉裤M/L/XL/XXL/XXXL宝宝超薄透气裤型纸尿裤,https://detail.tmall.com/item.htm?id=669135782826,//img.alicdn.com/imgextra/i2/725677994/O1CN013XbC7328vJ3ahUTAG_!!0-item_pic.jpg,62566,7701295.43,1.44,1-2元
2023Q4,dy,纸尿裤,'3612524709238995952,13067,BBC,皇室,BBC皇室狮子王国弱酸纸尿裤拉拉裤超薄透气尿不湿XXL新生儿婴幼儿,https://haohuo.jinritemai.com/views/product/detail?id=3612524709238995952,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/fYfgvGcp_m_253f313be1de6e7e2f10fa0ddad7d54d_sx_307271_www800-800,52584,7693651.13,2.45,2-2.5元
2023Q4,tmall,纸尿裤,655189658803,280405,舒比奇,维E鲜润,舒比奇维E敏感肌纸尿裤L码NBSMXL新生婴儿尿不湿超薄透气拉拉裤,https://detail.tmall.com/item.htm?id=655189658803,//img.alicdn.com/imgextra/i4/1577734060/O1CN01Fdf0uS1frWvxs3wUG_!!1577734060.jpg,127328,7686891.27,1.44,1-2元
2023Q4,jd,拉拉裤,6170458,114153,BOBDOG/巴布豆,小波浪,巴布豆（BOBDOG）小波浪薄柔亲肤学步裤XXL108片箱装(15KG以上)加大码婴儿尿不湿 ,https://item.jd.com/6170458.html,http://img11.360buyimg.com/n1/jfs/t1/233356/10/10926/130086/65914c46F3791d89a/c5b601e98353aac1.jpg,64495,7589742.00,0.46,1元以下
2023Q4,jd,纸尿裤,6652511,48751,Huggies/好奇,小森林,好奇（Huggies）心钻装小森林纸尿裤S62片(4-8kg)新生儿小号婴儿尿不湿超薄,https://item.jd.com/6652511.html,http://img11.360buyimg.com/n1/jfs/t1/247510/25/1517/94224/6592bff4Fbef459ab/255e3065109d1099.jpg,62524,7516042.81,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3647593052987604259,13067,BBC,皇室,BBC皇室狮子王国弱酸纸尿裤拉拉裤超薄透气尿不湿XXL新生儿婴幼儿,https://haohuo.jinritemai.com/views/product/detail?id=3647593052987604259,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/fYfgvGcp_m_dba22c4755a179abcaa004334d9f2bee_sx_148281_www800-800,53230,7452668.75,2.45,2-2.5元
2023Q4,tmall,拉拉裤,691795004076,198935,bebetour,爱丽丝系列,【立即抢购】bebetour爱丽丝宝宝超薄透气婴儿拉拉裤训练裤*1包,https://detail.tmall.com/item.htm?id=691795004076,//img.alicdn.com/imgextra/i4/1666725436/O1CN01a2XZH31q1jv5cymXg_!!1666725436.jpg,61630,7439879.00,2.40,2-2.5元
2023Q4,jd,拉拉裤,100012944427,48751,Huggies/好奇,皇家御裤,好奇（Huggies）皇家御裤成长裤XXXL50片(17kg以上)加加加大号婴儿尿不湿拉拉裤,https://item.jd.com/100012944427.html,http://img11.360buyimg.com/n1/jfs/t1/242978/22/1606/120967/6591859fFee5641b2/6f132330dec74507.jpg,47899,7437169.43,1.80,1-2元
2023Q4,tmall,拉拉裤,738859456980,274044,帮宝适,黑金帮,帮宝适黑金帮拉拉裤L46/XL42/XXL40/XXXL40男女宝宝尿裤拍1得2包,https://detail.tmall.com/item.htm?id=738859456980,//img.alicdn.com/imgextra/i2/749385259/O1CN01kempeF1oifodVpjxq_!!0-item_pic.jpg,36533,7420133.62,3.09,2.5-3.5元
2023Q4,jd,拉拉裤,100001650509,48751,Huggies/好奇,小森林,好奇（Huggies）心钻装小森林成长裤XL32片(12-17kg)加大号婴儿尿不湿超薄拉拉裤,https://item.jd.com/100001650509.html,http://img11.360buyimg.com/n1/jfs/t1/249741/40/890/93895/658c2389F22850fe9/9aa598eaf42ff700.jpg,59958,7388870.47,2.70,2.5-3.5元
2023Q4,tmall,拉拉裤,690298683517,48663,BEABA,盛夏光年,碧芭宝贝盛夏光年婴儿纸尿裤超薄透气拉拉训练裤宝宝尿不湿S-3XL,https://detail.tmall.com/item.htm?id=690298683517,//img.alicdn.com/imgextra/i3/2200573698992/O1CN01yrKyji2GIOKQUqLaE_!!0-item_pic.jpg,77710,7383100.00,1.73,1-2元
2023Q4,tmall,拉拉裤,717354696576,13067,BBC,皇室,加量不加价Babycare皇室狮子王国短裤式尿不湿拉拉裤量贩箱装2包,https://detail.tmall.com/item.htm?id=717354696576,//img.alicdn.com/imgextra/i4/6000000004082/O1CN017objOE1g1beKlOD2E_!!6000000004082-0-sm.jpg,20165,7363054.50,2.45,2-2.5元
2023Q4,jd,拉拉裤,100050891348,274044,帮宝适,一级帮,帮宝适一级帮拉拉裤®XXXL48(17kg以上)尿裤尿不湿 超薄透气 散热,https://item.jd.com/100050891348.html,http://img11.360buyimg.com/n1/jfs/t1/229578/2/10278/130787/658d43e0F933845a2/23b667e22851affe.jpg,44667,7262038.97,1.80,1-2元
2023Q4,jd,拉拉裤,100018527608,274044,帮宝适,黑金帮,帮宝适【会员专享】黑金帮拉拉裤试用装XL4片(12-17kg)尿不湿 超薄透气,https://item.jd.com/100018527608.html,http://img11.360buyimg.com/n1/jfs/t1/232073/12/5397/144409/65684926Fe3cb929f/88bd316ca6782fdf.jpg,380900,7219059.18,3.09,2.5-3.5元
2023Q4,jd,拉拉裤,100016961328,274044,帮宝适,清新帮,帮宝适清新帮拉拉裤L104片(9-14kg)尿不湿尿裤成长裤 超薄透气 干爽,https://item.jd.com/100016961328.html,http://img11.360buyimg.com/n1/jfs/t1/224158/28/9163/165799/65913da8Fa4099b6b/d0a8acaaefb78148.jpg,43071,7212038.37,1.44,1-2元
2023Q4,tmall,拉拉裤,587542668645,280006,安儿乐,小轻芯,【新旧混发】安儿乐小轻芯拉拉裤XL48干爽超薄透气尿不湿非纸尿裤,https://detail.tmall.com/item.htm?id=587542668645,//img.alicdn.com/imgextra/i2/6000000001993/O1CN01dqOxj21QaqGrLD3US_!!6000000001993-0-sm.jpg,57403,7191861.44,1.21,1-2元
2023Q4,jd,拉拉裤,100009558678,114153,BOBDOG/巴布豆,小波浪,巴布豆（BOBDOG）小波浪薄柔亲肤学步裤XXXL96片箱装(18KG以上）加大码婴儿尿不湿 ,https://item.jd.com/100009558678.html,http://img11.360buyimg.com/n1/jfs/t1/224259/39/11122/126639/65914c45F62139d33/7f24a1fc7cbfb328.jpg,61390,7182630.00,0.46,1元以下
2023Q4,dy,纸尿裤,'3505357985453089918,48751,Huggies/好奇,小桃裤/铂金装,【官方正品会员日】好奇铂金装超薄透气元气桃桃裤纸尿裤成长裤,https://haohuo.jinritemai.com/views/product/detail?id=3505357985453089918,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/pUMQIGaB_m_a25d0cfb682b6d119bd46094ffdd5491_sx_166688_www800-800,64938,7165005.00,1.34,1-2元
2023Q4,jd,纸尿裤,351201,48751,Huggies/好奇,金装,好奇（Huggies）金装纸尿裤L132片(9-14kg)大号婴儿尿不湿超薄柔软超大吸力透气,https://item.jd.com/351201.html,http://img11.360buyimg.com/n1/jfs/t1/125919/16/39545/67742/65425045F750ee5c5/3fcad656a0f11fad.jpg,51863,7111335.03,1.20,1-2元
2023Q4,jd,拉拉裤,100026779926,274044,帮宝适,清新帮,帮宝适清新帮拉拉裤XL34片(12-17kg)尿不湿尿裤成长裤 超薄透气 干爽,https://item.jd.com/100026779926.html,http://img11.360buyimg.com/n1/jfs/t1/233540/7/10478/143298/65913e72Ff04485aa/3be7758d288366d0.jpg,95555,7103530.60,1.44,1-2元
2023Q4,tmall,纸尿裤,618185943409,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装婴儿日夜用纸尿裤M/L/XL弱酸尿不湿亲肤环腰小桃裤,https://detail.tmall.com/item.htm?id=618185943409,//img.alicdn.com/imgextra/i1/685092642/O1CN01nKxqoC1VO5Jm9IP6d_!!685092642.jpg,32401,6950218.00,1.34,1-2元
2023Q4,jd,拉拉裤,100011084155,13067,BBC,Air Pro,babycare  Air pro 夏日极薄日用 弱酸拉拉裤 超薄透气XXXL24（＞17kg）,https://item.jd.com/100011084155.html,http://img11.360buyimg.com/n1/jfs/t1/237756/32/10933/117406/659547fbF67c94d5c/a0999ec62eaa3c74.jpg,86810,6857812.60,2.08,2-2.5元
2023Q4,dy,拉拉裤,'3617406340479248443,274044,帮宝适,一级帮,【宠粉加码】帮宝适一级帮散热拉拉裤婴儿纸尿裤尿不湿NB/S/M-XXXL,https://haohuo.jinritemai.com/views/product/detail?id=3617406340479248443,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/NkzWzZD_m_aca06fd8cdf808c0bc68dd2a8b0f00d3_sx_302671_www1080-1080,81657,6826956.00,1.80,1-2元
2023Q4,jd,拉拉裤,100001650479,48751,Huggies/好奇,小森林,好奇（Huggies）心钻装小森林成长裤XXL30片(15kg以上)加加大号尿不湿超薄拉拉裤,https://item.jd.com/100001650479.html,http://img11.360buyimg.com/n1/jfs/t1/230208/6/10954/95896/6592c08eFdb946ddc/6bc99334993eadcb.jpg,55009,6787021.31,2.70,2.5-3.5元
2023Q4,tmall,纸尿裤,669168539501,13067,BBC,花苞裤,babycare山茶花纸尿裤花苞裤新生儿超薄透气尿不湿婴儿宝宝尿片*2,https://detail.tmall.com/item.htm?id=669168539501,//img.alicdn.com/imgextra/i1/2275046294/O1CN01qiwmpG1wMhkWmTVFr_!!2-item_pic.png,26400,6780013.22,3.92,3.5元+
2023Q4,tmall,纸尿裤,669134910389,274044,帮宝适,清新帮,帮宝适清新帮纸尿裤M/L/XL/XXL宝宝超薄透气尿不湿非拉拉裤,https://detail.tmall.com/item.htm?id=669134910389,//img.alicdn.com/imgextra/i3/725677994/O1CN01q9NyHy28vJ3Q3YJFY_!!0-item_pic.jpg,55463,6704681.25,1.44,1-2元
2023Q4,dy,纸尿裤,'3500527540995503231,13067,BBC,皇室,【官方囤货双11现货】babycare皇室纸尿裤拉拉裤轻薄亲肤透气干爽柔,https://haohuo.jinritemai.com/views/product/detail?id=3500527540995503231,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pxXpFri_m_f88de69199ee621e178679c5dd667512_sx_367338_www800-800,57587,6702123.00,2.45,2-2.5元
2023Q4,jd,拉拉裤,100017278031,274044,帮宝适,黑金帮,帮宝适黑金帮拉拉裤XXL22片(15kg以上)尿裤尿不湿蚕丝 超薄透气,https://item.jd.com/100017278031.html,http://img11.360buyimg.com/n1/jfs/t1/240073/16/1786/253160/65913dd3F5cbb1d15/161586e1a20d9702.jpg,52937,6690081.94,3.09,2.5-3.5元
2023Q4,tmall,拉拉裤,692896509946,3237120,EMXEE/嫚熙,云柔,【尺码任选】嫚熙云柔成长裤新生儿尿不湿超薄透气纸尿裤拉拉裤,https://detail.tmall.com/item.htm?id=692896509946,//img.alicdn.com/imgextra/i3/2259702327/O1CN01ckVSXP1T3oYCTgJyj_!!0-item_pic.jpg,75025,6686889.69,2.61,2.5-3.5元
2023Q4,dy,拉拉裤,'3519214018369823352,274044,帮宝适,清新帮,【双11必囤】帮宝适清新帮透气轻薄纸尿裤拉拉裤尿不湿干爽透气*2包,https://haohuo.jinritemai.com/views/product/detail?id=3519214018369823352,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/NkzWzZD_m_a9a0e9a09ae6b9391652d11daff68467_sx_306480_www1080-1080,39031,6659884.76,1.44,1-2元
2023Q4,tmall,拉拉裤,601521876460,48663,BEABA,大鱼海棠,碧芭宝贝大鱼海棠婴儿拉拉训裤超薄透气柔软尿不湿L-3XL码*4包,https://detail.tmall.com/item.htm?id=601521876460,//img.alicdn.com/imgextra/i1/2200573698992/O1CN01HfFUcc2GIOKWsbOKi-2200573698992.jpg,23714,6621304.00,2.12,2-2.5元
2023Q4,tmall,拉拉裤,567286481283,274044,帮宝适,绿帮（超薄干爽）,帮宝适超薄干爽绿帮拉拉裤XL128宝宝透气裤型纸尿裤轻薄尿不湿,https://detail.tmall.com/item.htm?id=567286481283,//img.alicdn.com/imgextra/i3/725677994/O1CN017E0AwZ28vJ3pICDjv_!!0-item_pic.jpg,27294,6617935.23,1.27,1-2元
2023Q4,jd,纸尿裤,100022978159,274044,帮宝适,黑金帮,帮宝适黑金帮纸尿裤S46片(4-8kg)尿裤尿不湿新生儿 婴儿 蚕丝超薄透气,https://item.jd.com/100022978159.html,http://img11.360buyimg.com/n1/jfs/t1/109491/28/32377/244571/65913e56Fb9f866c0/c9e916e9fd926d02.jpg,52423,6540150.18,3.09,2.5-3.5元
2023Q4,tmall,纸尿裤,701360135907,274044,帮宝适,黑金帮,【特惠装】帮宝适黑金帮纸尿裤NB/S/M/L/XL拉拉裤L/XL/XXL防漏,https://detail.tmall.com/item.htm?id=701360135907,//img.alicdn.com/imgextra/i2/725677994/O1CN01Wz1CCe28vJ3lnGTei_!!0-item_pic.jpg,33843,6533240.13,3.09,2.5-3.5元
2023Q4,jd,拉拉裤,100063997188,274044,帮宝适,黑金帮,帮宝适黑金帮拉拉裤XXXL40片(17kg以上)加大码尿裤尿不湿蚕丝 超薄透气,https://item.jd.com/100063997188.html,http://img11.360buyimg.com/n1/jfs/t1/240719/24/2155/258248/659520c0F2756f941/a90915864ef9e266.jpg,31118,6526845.68,3.09,2.5-3.5元
2023Q4,jd,拉拉裤,100014511320,280409,露安适,纯净小熊,露安适（Lelch）体育之星箱装拉拉裤XXL64片(15kg以上)日用 婴儿尿不湿学走裤,https://item.jd.com/100014511320.html,http://img11.360buyimg.com/n1/jfs/t1/230592/37/10638/80246/6592e92cF69764140/fac1cd66c286f609.jpg,38674,6500154.71,2.73,2.5-3.5元
2023Q4,dy,拉拉裤,'3517230636790362118,347271,宜婴,梦想家,【宜婴官方】梦想家超薄透气干爽尿不湿宝宝拉拉裤纸尿裤亲肤柔软,https://haohuo.jinritemai.com/views/product/detail?id=3517230636790362118,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/XimJiHm_m_5e8ead8060ffe084113d43b1a323f246_sx_401511_www800-800,80739,6378381.00,0.93,1元以下
2023Q4,tmall,拉拉裤,742222422203,347271,宜婴,红花山茶,【双11预售】宜婴弱酸红花山茶裤*2箱超薄柔软拉拉裤干爽纸尿裤,https://detail.tmall.com/item.htm?id=742222422203,//img.alicdn.com/imgextra/i1/839648224/O1CN012tle0V2Ace8OIdeYD_!!0-item_pic.jpg,15651,6368481.79,1.70,1-2元
2023Q4,tmall,纸尿裤,602972185763,13067,BBC,皇室,babycare皇室狮子王国纸尿裤超薄透气新生婴儿宝宝尿不湿尿片NB码,https://detail.tmall.com/item.htm?id=602972185763,//img.alicdn.com/imgextra/i3/2275046294/O1CN01GEGEqp1wMhjRwtS9r_!!0-item_pic.jpg,70115,6364636.00,2.45,2-2.5元
